"","FAMNUM","SITE","FAMSIZE","TREAT","TOTFAMINC74","HHHRWRK","RACIALHH","MHETHNIC","FHETHNIC","AVGPROD","HMEVAL","VEHVAL","OTHVAL","LIQASSETS","DEBTS"
"331",11739,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"332",11743,"Winnipeg",7,5,7312,800,0,"Canadian","Canadian",9.14,16000,250,NA,6829,1700
"333",11755,"Winnipeg",3,6,5243,NA,0,NA,"Ukrainian",NA,NA,0,NA,300,0
"334",11860,"Winnipeg",2,4,12618,790,0,"Norwegian","Canadian",15.9721518987342,NA,700,NA,500,900
"335",11863,"Winnipeg",2,4,7849,NA,0,NA,"English",NA,NA,50,NA,130,72
"336",11900,"Winnipeg",2,1,6646,NA,0,NA,"Canadian",NA,NA,1000,NA,0,450
"337",11914,"Winnipeg",2,4,10764,NA,0,NA,NA,NA,NA,0,NA,200,0
"338",11955,"Winnipeg",1,9,4861,NA,0,NA,"Canadian",NA,NA,0,NA,800,220
"339",11992,"Winnipeg",3,4,9862,800,0,"Canadian","Canadian",12.3275,NA,400,NA,30,560
"340",12037,"Winnipeg",2,8,2608,0,0,NA,NA,0,NA,0,NA,0,0
"341",12160,"Winnipeg",4,6,6414,750,0,"Canadian","Canadian",8.552,20000,660,NA,0,1450
"342",12189,"Winnipeg",4,6,3236,788,0,"Canadian","Canadian",4.10659898477157,NA,1500,NA,500,3400
"343",12278,"Winnipeg",1,1,0,NA,0,NA,"Canadian",NA,NA,0,NA,225,4845
"344",12279,"Winnipeg",1,-1,NA,NA,0,NA,NA,NA,NA,1000,NA,300,6100
"345",12283,"Winnipeg",4,4,7360,750,0,"Canadian","Canadian",9.81333333333333,19900,3400,NA,60,4430
"346",12330,"Winnipeg",1,6,11504,NA,0,NA,"Canadian",NA,NA,0,NA,0,410
"347",12344,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"348",12460,"Winnipeg",3,1,8265,775,0,"Canadian","Canadian",10.6645161290323,NA,0,NA,760,740
"349",12490,"Winnipeg",4,8,10071,770,0,"Canadian","Canadian",13.0792207792208,22000,800,NA,400,2600
"350",12497,"Winnipeg",5,4,6822,750,0,"Canadian","Canadian",9.096,17900,150,NA,0,4478
"351",12511,"Winnipeg",12,7,4378,430,1,"Native Indian band","Native Indian band",10.1813953488372,NA,0,NA,0,0
"352",12520,"Winnipeg",3,4,8533,935,0,NA,NA,9.12620320855615,28000,2000,NA,2800,1515
"353",12573,"Winnipeg",5,7,10991,750,0,"Canadian","English",14.6546666666667,40000,5500,NA,22500,500
"354",12580,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"355",12608,"Winnipeg",3,4,4555,NA,0,NA,"Canadian",NA,NA,2400,NA,1720,1539
"356",12662,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"357",12688,"Winnipeg",1,6,13673,NA,0,"Canadian",NA,NA,NA,0,NA,0,359
"358",12695,"Winnipeg",1,9,4444,NA,0,NA,NA,NA,NA,0,NA,0,0
"359",12717,"Winnipeg",6,9,8743,720,0,"English","German",12.1430555555556,NA,550,NA,0,4000
"360",12774,"Winnipeg",3,6,5615,NA,0,NA,"Canadian",NA,NA,1200,NA,600,0
"361",12788,"Winnipeg",6,3,765,NA,1,"Philippine","Philippine",NA,17000,2990,NA,200,6000
"362",12890,"Winnipeg",1,5,0,NA,1,NA,"Chinese",NA,NA,0,NA,400,2900
"363",12914,"Winnipeg",1,6,14697,NA,0,"English",NA,NA,NA,0,NA,2875,0
"364",12930,"Winnipeg",2,8,6040,800,0,"Jewish","Jewish",7.55,NA,100,NA,175,1890
"365",12932,"Winnipeg",1,3,10957,NA,0,NA,"Canadian",NA,NA,0,NA,400,0
"366",12935,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"367",13028,"Winnipeg",3,4,9112,NA,0,NA,"Polish",NA,NA,NA,NA,NA,0
"368",13049,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"369",13059,"Winnipeg",1,9,1023,NA,0,NA,NA,NA,NA,0,NA,200,0
"370",13077,"Winnipeg",2,7,2087,NA,0,NA,NA,NA,NA,0,NA,100,60
"371",13093,"Winnipeg",1,8,13339,NA,0,NA,"Ukrainian",NA,NA,0,NA,300,0
"372",13120,"Winnipeg",2,8,8556,640,0,"Canadian","Canadian",13.36875,18000,2500,NA,0,2100
"373",13149,"Winnipeg",1,9,0,NA,0,NA,NA,NA,NA,0,NA,500,85
"374",13182,"Winnipeg",1,7,972,NA,0,NA,NA,NA,NA,0,NA,7002,0
"375",13306,"Winnipeg",4,8,4604,820,1,"Canadian","Native Indian band",5.61463414634146,NA,0,NA,0,700
"376",13325,"Winnipeg",2,8,3995,NA,0,NA,"Canadian",NA,NA,0,NA,0,0
"377",13355,"Winnipeg",3,9,4327,NA,0,NA,"English",NA,NA,0,NA,300,0
"378",13365,"Winnipeg",5,2,4966,800,0,"Irish","English",6.2075,NA,300,NA,0,0
"379",13380,"Winnipeg",5,8,8939,800,0,"Canadian","Canadian",11.17375,NA,2000,NA,0,2350
"380",13382,"Winnipeg",1,5,10958,NA,0,NA,"French",NA,NA,0,NA,50,1544
"381",13389,"Winnipeg",1,3,895,NA,0,NA,NA,NA,NA,0,NA,0,215
"382",13392,"Winnipeg",2,4,8132,405,0,"Canadian","Canadian",20.079012345679,NA,50,NA,0,1532
"383",13427,"Winnipeg",7,2,12369,240,0,"French","French",51.5375,30000,3350,NA,10000,0
"384",13447,"Winnipeg",1,9,12890,NA,0,NA,NA,NA,NA,0,NA,500,0
"385",13449,"Winnipeg",1,9,0,NA,0,NA,NA,NA,NA,0,NA,100,650
"386",13647,"Winnipeg",3,6,7578,385,1,"Philippine",NA,19.6831168831169,NA,0,NA,300,1628
"387",13649,"Winnipeg",3,2,5002,800,0,"Canadian","Canadian",6.2525,NA,550,NA,0,3980
"388",13685,"Winnipeg",3,9,6725,440,0,"English","Canadian",15.2840909090909,NA,0,NA,0,385
"389",13688,"Winnipeg",4,3,5122,800,0,"English","Scottish",6.4025,NA,800,NA,125,2149
"390",13705,"Winnipeg",1,3,3549,NA,0,NA,NA,NA,NA,0,NA,0,0
"391",13706,"Winnipeg",1,3,0,NA,0,NA,NA,NA,NA,150,NA,6950,250
"392",13718,"Winnipeg",4,4,9582,615,0,"Scottish","Canadian",15.580487804878,NA,2800,NA,560,5750
"393",13784,"Winnipeg",5,3,2638,NA,0,NA,"Metis",NA,NA,0,NA,0,175
"394",13819,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"395",13846,"Winnipeg",4,3,16541,875,0,"French","Belgian/Dutch",18.904,30000,7700,NA,12750,5000
"396",13862,"Winnipeg",7,5,3393,880,0,"Canadian","Metis",3.85568181818182,NA,800,NA,0,570
"397",13903,"Winnipeg",4,9,5944,800,1,"Other","Scottish",7.43,28000,300,NA,0,394
"398",13922,"Winnipeg",1,5,8721,NA,0,NA,"English",NA,NA,500,NA,2700,3301
"399",13935,"Winnipeg",2,3,4673,600,0,"Scottish","Mennonite",7.78833333333333,NA,1200,NA,9000,5000
"400",13937,"Winnipeg",1,4,11590,NA,0,NA,NA,NA,NA,0,NA,140,0
"401",13976,"Winnipeg",1,5,12597,NA,0,"Jewish",NA,NA,NA,0,NA,400,500
"402",13996,"Winnipeg",2,2,NA,400,0,NA,"Canadian",NA,NA,0,NA,300,105
"403",14031,"Winnipeg",9,2,3757,400,0,"Canadian",NA,9.3925,50000,3900,NA,2800,3000
"404",14059,"Winnipeg",2,2,10724,400,0,"Scottish","French",26.81,NA,3000,NA,3200,2700
"405",14077,"Winnipeg",4,2,5392,NA,0,NA,"Canadian",NA,25000,0,NA,0,0
"406",14097,"Winnipeg",1,9,1549,NA,0,NA,"English",NA,NA,0,NA,430,380
"407",14111,"Winnipeg",3,8,6912,800,0,"French","English",8.64,NA,0,NA,0,4307
"408",14163,"Winnipeg",3,3,7053,800,0,NA,NA,8.81625,NA,0,NA,700,0
"409",14193,"Winnipeg",3,9,10387,675,0,"German","English",15.3881481481481,NA,2900,NA,1200,0
"410",14212,"Winnipeg",4,5,12712,538,0,NA,NA,23.6282527881041,25000,2900,NA,200,2073
"411",14232,"Winnipeg",1,6,13203,NA,0,NA,"German",NA,NA,0,NA,40,176
"412",14316,"Winnipeg",5,6,8791,480,0,"Metis","Metis",18.3145833333333,NA,1000,NA,0,3350
"413",14324,"Winnipeg",3,3,5633,775,1,"Other",NA,7.26838709677419,NA,3800,NA,0,5300
"414",14341,"Winnipeg",1,3,0,NA,0,NA,NA,NA,NA,0,NA,700,600
"415",14388,"Winnipeg",2,5,14939,800,0,NA,NA,18.67375,NA,1400,NA,1200,700
"416",14407,"Winnipeg",2,7,4543,NA,0,NA,NA,NA,NA,300,NA,7500,0
"417",14449,"Winnipeg",4,2,4727,800,0,"Canadian","Canadian",5.90875,NA,150,NA,0,0
"418",14536,"Winnipeg",2,8,14337,780,0,"Scottish","Scottish",18.3807692307692,NA,2100,NA,1500,0
"419",14574,"Winnipeg",1,4,11988,NA,0,NA,"German",NA,NA,0,NA,530,325
"420",14585,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"421",14695,"Winnipeg",2,2,8040,NA,0,NA,NA,NA,NA,0,NA,3300,0
"422",14707,"Winnipeg",6,3,5835,800,0,"Canadian","Canadian",7.29375,28000,1675,NA,3500,0
"423",14732,"Winnipeg",3,2,9428,800,0,"Canadian","Canadian",11.785,18000,0,NA,0,150
"424",14814,"Winnipeg",4,2,10501,800,1,"Native Indian band","Ukrainian",13.12625,18000,0,NA,0,9590
"425",14846,"Winnipeg",1,5,11678,NA,0,NA,"Canadian",NA,NA,0,NA,900,0
"426",14847,"Winnipeg",1,5,12871,NA,0,NA,"Canadian",NA,NA,0,NA,300,100
"427",14848,"Winnipeg",3,3,NA,NA,0,NA,NA,NA,NA,0,NA,500,2000
"428",14865,"Winnipeg",3,9,22162,810,0,"Canadian",NA,27.3604938271605,NA,0,NA,600,4500
"429",14873,"Winnipeg",1,5,4694,NA,0,NA,"Ukrainian",NA,NA,0,NA,1000,0
"430",14877,"Winnipeg",1,2,11894,NA,0,NA,NA,NA,NA,0,NA,500,1600
"431",14879,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"432",15011,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"433",15015,"Winnipeg",2,9,8660,NA,0,NA,"Canadian",NA,NA,0,NA,25,800
"434",15028,"Winnipeg",5,6,6620,830,1,"Native Indian band","Native Indian band",7.97590361445783,NA,10,NA,0,533
"435",15105,"Winnipeg",1,2,8482,NA,0,NA,"German",NA,NA,0,NA,50,0
"436",15108,"Winnipeg",3,1,7254,800,0,"French","French",9.0675,NA,3700,NA,4000,0
"437",15159,"Winnipeg",1,9,6268,NA,0,NA,NA,NA,NA,0,NA,0,0
"438",15160,"Winnipeg",1,6,3804,NA,0,NA,"German",NA,NA,0,NA,0,0
"439",15198,"Winnipeg",4,1,9118,810,0,"Jewish","Canadian",11.2567901234568,NA,1960,NA,NA,4420
"440",15229,"Winnipeg",4,9,NA,850,0,NA,"Irish",NA,NA,1100,NA,600,400
"441",15235,"Winnipeg",2,9,8498,NA,0,NA,NA,NA,NA,3800,NA,0,0
"442",15317,"Winnipeg",2,1,13358,773,0,"Canadian","Canadian",17.2807244501941,NA,4400,NA,3000,2500
"443",15318,"Winnipeg",1,1,15174,NA,0,"English",NA,NA,NA,400,NA,10500,0
"444",15397,"Winnipeg",2,1,6119,0,0,NA,NA,0,NA,0,NA,5,0
"445",15462,"Winnipeg",5,1,11123,900,0,NA,"French",12.3588888888889,NA,1100,NA,4000,0
"446",15532,"Winnipeg",3,8,9339,NA,0,NA,"Irish",NA,28000,5000,NA,44820,0
"447",15597,"Winnipeg",5,9,7726,NA,0,"Metis","French",NA,14000,700,NA,15600,0
"448",15614,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"449",15639,"Winnipeg",1,9,4895,NA,0,NA,"Ukrainian",NA,NA,0,NA,100,0
"450",15660,"Winnipeg",5,2,8196,800,0,"Ukrainian","Ukrainian",10.245,25000,100,NA,5000,10100
"451",15669,"Winnipeg",1,2,15235,NA,0,NA,"Polish",NA,NA,0,NA,NA,0
"452",15718,"Winnipeg",3,4,5771,430,0,"Polish","Polish",13.4209302325581,NA,3500,NA,0,6100
"453",15742,"Winnipeg",6,6,6311,950,0,NA,NA,6.64315789473684,NA,0,NA,50,2100
"454",15796,"Winnipeg",7,7,9282,640,0,"Canadian","Canadian",14.503125,30000,700,NA,6000,0
"455",15817,"Winnipeg",2,4,5430,NA,0,NA,"Canadian",NA,NA,0,NA,0,0
"456",15855,"Winnipeg",1,1,11846,NA,1,"Philippine",NA,NA,NA,0,NA,470,0
"457",15951,"Winnipeg",2,9,6225,788,0,NA,NA,7.8997461928934,NA,200,NA,100,302
"458",15987,"Winnipeg",4,2,NA,575,0,"Canadian","Canadian",NA,NA,750,NA,2400,400
"459",16058,"Winnipeg",5,4,14074,650,0,"Irish","French",21.6523076923077,49000,2300,NA,9000,240
"460",16063,"Winnipeg",3,7,4071,590,0,"Canadian","Canadian",6.9,NA,0,NA,0,2950
"461",16088,"Winnipeg",5,3,5344,800,0,NA,NA,6.68,NA,1500,NA,NA,2150
"462",16102,"Winnipeg",3,5,10026,NA,0,NA,"French",NA,NA,2800,NA,0,2200
"463",16213,"Winnipeg",1,9,4771,NA,0,"Jewish",NA,NA,NA,0,NA,1000,1600
"464",16258,"Winnipeg",7,4,7498,700,0,"English","English",10.7114285714286,19000,2300,NA,593,4600
"465",16275,"Winnipeg",1,9,4899,NA,0,NA,NA,NA,NA,0,NA,0,0
"466",16391,"Winnipeg",1,2,11010,NA,0,"Canadian",NA,NA,NA,0,NA,250,0
"467",16400,"Winnipeg",6,2,7812,795,0,"Canadian","Canadian",9.82641509433962,9000,600,NA,0,1510
"468",16493,"Winnipeg",2,3,8165,NA,0,NA,"Finnish",NA,NA,0,NA,1000,0
"469",16497,"Winnipeg",7,9,6335,700,0,NA,NA,9.05,NA,0,NA,200,950
"470",16501,"Winnipeg",2,7,19806,750,0,"English","English",26.408,NA,3300,NA,3200,2233
"471",16562,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"472",16647,"Winnipeg",4,4,9717,NA,0,NA,NA,NA,NA,1100,NA,450,2397
"473",16666,"Winnipeg",1,4,23711,NA,1,"Chinese",NA,NA,NA,0,NA,400,800
"474",16673,"Winnipeg",4,9,9256,620,0,"French","French",14.9290322580645,25000,0,NA,NA,4466
"475",16678,"Winnipeg",2,8,13547,440,0,NA,NA,30.7886363636364,NA,200,NA,1600,550
"476",16687,"Winnipeg",1,2,10840,NA,0,NA,"Ukrainian",NA,NA,0,NA,455,1200
"477",16702,"Winnipeg",3,1,10934,800,0,"English","German",13.6675,NA,2100,NA,150,2200
"478",16727,"Winnipeg",2,1,8861,NA,0,NA,"Polish",NA,NA,0,NA,100,990
"479",16741,"Winnipeg",9,9,2790,NA,1,NA,"Native Indian band",NA,NA,0,NA,40,272
"480",16745,"Winnipeg",4,9,13181,815,0,"Canadian","Canadian",16.1730061349693,NA,4000,NA,25000,7000
"481",16747,"Winnipeg",1,6,0,NA,0,"German",NA,NA,NA,3000,NA,5000,5000
"482",16757,"Winnipeg",5,6,8658,705,0,"Italian","Italian",12.2808510638298,26000,2000,NA,0,0
"483",16761,"Winnipeg",3,9,NA,560,0,NA,NA,NA,NA,0,NA,0,31
"484",16827,"Winnipeg",1,3,0,NA,0,NA,"English",NA,NA,0,NA,1000,1400
"485",16862,"Winnipeg",1,1,11299,NA,1,NA,"Philippine",NA,NA,0,NA,30,900
"486",16883,"Winnipeg",1,4,4493,NA,0,NA,NA,NA,NA,0,NA,0,0
"487",16884,"Winnipeg",1,4,3625,NA,0,NA,NA,NA,NA,0,NA,1,0
"488",16893,"Winnipeg",1,4,9951,NA,0,NA,"English",NA,NA,2200,NA,50,3200
"489",16897,"Winnipeg",3,9,7006,775,0,"Canadian","Canadian",9.04,15000,200,NA,6178,90
"490",16971,"Winnipeg",1,3,12430,NA,0,NA,NA,NA,NA,0,NA,1000,0
"491",16977,"Winnipeg",6,8,2473,800,1,"Metis","Native Indian band",3.09125,NA,0,NA,0,2310
"492",16994,"Winnipeg",1,6,NA,NA,1,NA,"Philippine",NA,NA,0,NA,200,0
"493",16996,"Winnipeg",5,6,11154,775,1,"Philippine","Philippine",14.3922580645161,17400,1500,12000,0,0
"494",16999,"Winnipeg",2,9,4282,NA,0,NA,"Canadian",NA,NA,0,NA,0,0
"495",17020,"Winnipeg",3,6,NA,400,0,NA,"Canadian",NA,NA,3095,NA,7,0
"496",17027,"Winnipeg",2,5,5635,NA,0,NA,"English",NA,NA,0,NA,0,720
"497",17054,"Winnipeg",3,6,6722,NA,1,NA,"West Indian",NA,NA,0,NA,0,310
"498",17058,"Winnipeg",1,7,11404,NA,0,NA,"Polish",NA,NA,2500,NA,264,550
"499",17069,"Winnipeg",4,8,7422,400,0,NA,NA,18.555,15000,NA,NA,3000,80
"500",17125,"Winnipeg",5,9,7449,760,0,"French","French",9.80131578947368,NA,300,NA,0,2700
"501",17157,"Winnipeg",1,9,3270,NA,0,"Ukrainian",NA,NA,NA,0,NA,30,0
"502",17164,"Winnipeg",2,4,6876,NA,0,NA,"German",NA,NA,0,NA,1100,0
"503",17179,"Winnipeg",3,9,10033,800,0,"Canadian","Canadian",12.54125,10000,1200,NA,550,1800
"504",17186,"Winnipeg",4,4,9840,540,0,"Canadian","Canadian",18.2222222222222,NA,3200,NA,4120,5970
"505",17203,"Winnipeg",4,8,8620,600,0,NA,NA,14.3666666666667,32000,600,2000,NA,0
"506",17252,"Winnipeg",1,5,11375,NA,0,NA,NA,NA,NA,0,NA,350,324
"507",17265,"Winnipeg",1,1,11095,NA,0,"Canadian",NA,NA,NA,500,NA,NA,0
"508",17266,"Winnipeg",1,1,11550,NA,0,NA,NA,NA,NA,0,NA,500,850
"509",17283,"Winnipeg",1,2,13181,NA,0,NA,"Ukrainian",NA,NA,1200,NA,NA,1400
"510",17302,"Winnipeg",4,5,8713,520,0,"German","German",16.7557692307692,27000,1200,NA,2569,87
"511",17360,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"512",17367,"Winnipeg",2,3,6936,NA,0,NA,"Swedish",NA,NA,0,NA,250,623
"513",17370,"Winnipeg",3,2,5080,750,0,"Ukrainian","Ukrainian",6.77333333333333,NA,0,NA,0,5500
"514",17403,"Winnipeg",1,2,25911,NA,0,"Canadian",NA,NA,NA,2800,NA,400,4550
"515",17427,"Winnipeg",5,5,6418,800,0,NA,NA,8.0225,22000,2300,NA,0,3200
"516",17453,"Winnipeg",1,2,14022,NA,0,NA,NA,NA,NA,0,NA,40,188
"517",17454,"Winnipeg",1,2,15775,NA,0,NA,NA,NA,NA,0,NA,200,400
"518",17503,"Winnipeg",3,5,3724,NA,0,NA,NA,NA,NA,0,NA,0,0
"519",17515,"Winnipeg",4,6,12799,720,0,"Italian","Italian",17.7763888888889,23000,500,NA,0,0
"520",17536,"Winnipeg",4,5,5280,800,0,"Norwegian","Canadian",6.6,NA,700,NA,500,1650
"521",17550,"Winnipeg",2,4,7883,NA,0,NA,"English",NA,NA,0,NA,0,2000
"522",17551,"Winnipeg",2,4,4113,NA,0,NA,"English",NA,NA,0,NA,0,0
"523",17573,"Winnipeg",4,9,5649,NA,0,NA,"English",NA,NA,200,NA,172,900
"524",17596,"Winnipeg",1,6,6941,NA,0,NA,NA,NA,NA,0,NA,780,625
"525",17666,"Winnipeg",1,8,13722,NA,0,NA,"Polish",NA,NA,0,NA,4000,0
"526",17805,"Winnipeg",9,3,5458,775,0,"English",NA,7.04258064516129,NA,0,NA,0,0
"527",17867,"Winnipeg",2,4,10839,800,0,"Canadian","Canadian",13.54875,NA,1400,NA,0,2200
"528",17890,"Winnipeg",6,4,8182,400,0,"Canadian","Canadian",20.455,NA,0,NA,0,0
"529",17891,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"530",17923,"Winnipeg",1,3,13795,NA,0,NA,"Canadian",NA,NA,0,NA,600,2467
"531",17932,"Winnipeg",2,3,10118,800,0,"Mennonite","Mennonite",12.6475,NA,10,NA,1110,40
"532",17949,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"533",17982,"Winnipeg",2,1,7192,NA,0,"English",NA,NA,NA,1200,NA,NA,3500
"534",17983,"Winnipeg",1,1,12572,NA,0,NA,"Canadian",NA,NA,0,NA,25,300
"535",17990,"Winnipeg",4,6,519,925,0,"Canadian","Canadian",0.561081081081081,NA,400,NA,0,3100
"536",18003,"Winnipeg",1,9,9548,NA,0,NA,"Icelandic",NA,NA,200,NA,330,0
"537",18067,"Winnipeg",7,9,10079,800,0,"German","Canadian",12.59875,30000,0,NA,0,0
"538",18087,"Winnipeg",2,9,7078,NA,0,NA,"Canadian",NA,NA,0,NA,0,350
"539",18279,"Winnipeg",1,3,NA,NA,0,NA,NA,NA,NA,0,NA,200,273
"540",18287,"Winnipeg",5,5,9349,800,0,NA,NA,11.68625,NA,0,NA,0,905
"541",18289,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"542",18371,"Winnipeg",2,8,17030,800,1,"West Indian","West Indian",21.2875,NA,700,NA,50,6800
"543",18414,"Winnipeg",2,2,4356,960,0,"Canadian","Canadian",4.5375,NA,50,NA,330,0
"544",18427,"Winnipeg",3,5,8377,800,0,"Italian","Canadian",10.47125,NA,NA,NA,300,1900
"545",18434,"Winnipeg",8,4,5746,800,0,"English","Ukrainian",7.1825,NA,500,NA,0,4400
"546",18436,"Winnipeg",5,4,7922,800,0,"Ukrainian","Ukrainian",9.9025,23000,2500,NA,5000,300
"547",18440,"Winnipeg",1,7,10432,NA,1,NA,"Philippine",NA,NA,0,NA,150,0
"548",18458,"Winnipeg",1,7,10798,NA,0,NA,"English",NA,NA,0,NA,599,0
"549",18483,"Winnipeg",1,1,5577,NA,0,"Canadian",NA,NA,NA,0,NA,2850,0
"550",18499,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"551",18503,"Winnipeg",1,6,1117,NA,0,NA,NA,NA,NA,0,NA,0,500
"552",18505,"Winnipeg",2,9,1323,480,0,NA,NA,2.75625,NA,50,NA,1200,0
"553",18511,"Winnipeg",1,3,NA,NA,1,NA,"Philippine",NA,NA,0,NA,85,900
"554",18514,"Winnipeg",3,3,6929,NA,0,"English",NA,NA,NA,0,NA,250,580
"555",18548,"Winnipeg",2,1,323,NA,0,NA,"Canadian",NA,NA,111,NA,600,800
"556",18551,"Winnipeg",1,1,0,NA,0,NA,NA,NA,NA,2400,NA,1600,0
"557",18553,"Winnipeg",1,9,6197,NA,1,"Chinese",NA,NA,NA,450,NA,200,500
"558",18555,"Winnipeg",1,3,6825,NA,1,NA,"Philippine",NA,NA,0,NA,0,0
"559",18558,"Winnipeg",1,1,0,NA,0,"English",NA,NA,NA,0,NA,0,705
"560",18576,"Winnipeg",2,8,7319,NA,0,NA,"Canadian",NA,NA,0,NA,52,0
"561",18593,"Winnipeg",1,9,10063,NA,0,NA,NA,NA,NA,1750,NA,0,1560
"562",18595,"Winnipeg",2,3,2862,NA,0,NA,"English",NA,NA,0,NA,0,0
"563",18614,"Winnipeg",1,2,6646,NA,1,NA,"Philippine",NA,NA,0,NA,100,660
"564",18629,"Winnipeg",1,2,9605,NA,0,NA,"Ukrainian",NA,NA,0,NA,65,0
"565",18630,"Winnipeg",1,2,6074,NA,0,NA,NA,NA,NA,100,NA,140,1092
"566",18632,"Winnipeg",2,8,4200,NA,0,NA,NA,NA,NA,0,NA,0,0
"567",18674,"Winnipeg",1,2,0,NA,0,"English",NA,NA,NA,0,NA,5,0
"568",18675,"Winnipeg",1,9,443,NA,0,NA,"Canadian",NA,NA,0,NA,0,0
"569",18680,"Winnipeg",1,5,6468,NA,0,"English",NA,NA,NA,3000,NA,700,7600
"570",18701,"Winnipeg",1,5,11441,NA,0,"English",NA,NA,NA,0,NA,135,2200
"571",18705,"Winnipeg",1,7,7769,NA,0,"Scottish",NA,NA,NA,0,NA,726,245
"572",18706,"Winnipeg",1,7,3333,NA,0,NA,NA,NA,NA,1700,NA,1000,800
"573",18713,NA,NA,5,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"574",18733,NA,NA,2,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"575",18736,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"576",18760,NA,NA,1,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"577",18769,NA,NA,7,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"578",18773,NA,NA,3,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"579",18775,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"580",18798,"Winnipeg",3,9,7845,NA,0,"Canadian",NA,NA,9500,550,NA,0,1000
"581",18825,NA,NA,8,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"582",18833,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"583",18837,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"584",18870,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"585",18893,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"586",18894,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"587",18931,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"588",18945,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"589",18951,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"590",18956,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"591",18967,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"592",18971,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"593",18973,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"594",19001,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"595",19011,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"596",19018,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"597",19023,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"598",19030,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"599",19033,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"600",19045,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"601",19050,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"602",35006,"Dauphin",2,3,6610,800,0,"Ukrainian","Ukrainian",8.2625,25000,1150,NA,80,1020
"603",35007,"Dauphin",6,3,4805,830,0,"Ukrainian","English",5.78915662650602,NA,700,NA,0,2750
"604",35011,"Dauphin",2,3,3717,240,0,NA,"Polish",15.4875,7500,0,NA,0,0
"605",35044,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA
"606",35062,"Dauphin",2,3,16976,800,0,"Ukrainian","Ukrainian",21.22,NA,0,NA,1000,50
